0.00000000e+00 9.63662438e-05 1.99597399e-04 3.09272360e-04
 4.25082441e-04 5.46769313e-04 6.74064031e-04 8.06687032e-04
 9.44364978e-04 1.08693518e-03 1.23427834e-03 1.38627226e-03
 1.54279208e-03 1.70371019e-03 1.86889818e-03 2.03827081e-03
 2.21177207e-03 2.38934134e-03 2.57091538e-03 2.75642841e-03
 2.94581201e-03 3.13899520e-03 3.33590733e-03 3.53650319e-03
 3.74073845e-03 3.94856546e-03 4.15993551e-03 4.37479881e-03
 4.59310448e-03 4.81480057e-03 5.03983404e-03 5.26815080e-03
 5.49969698e-03 5.73443079e-03 5.97230876e-03 6.21328572e-03
 6.45731638e-03 6.70435532e-03 6.95435704e-03 7.20727590e-03
 7.46306615e-03 7.72168193e-03 7.98307726e-03 8.24720606e-03
 8.51402212e-03 8.78347913e-03 9.05553313e-03 9.33014449e-03
 9.60727261e-03 9.88687700e-03 1.01689173e-02 1.04533534e-02
 1.07401451e-02 1.10292526e-02 1.13206361e-02 1.16142559e-02
 1.19100726e-02 1.22080468e-02 1.25081392e-02 1.28103110e-02
 1.31145230e-02 1.34207365e-02 1.37289129e-02 1.40390137e-02
 1.43510009e-02 1.46648414e-02 1.49805037e-02 1.52979555e-02
 1.56171648e-02 1.59380995e-02 1.62607274e-02 1.65850166e-02
 1.69109350e-02 1.72384506e-02 1.75675313e-02 1.78981452e-02
 1.82302602e-02 1.85638445e-02 1.88988661e-02 1.92352930e-02
 1.95730933e-02 1.99122352e-02 2.02526868e-02 2.05944219e-02
 2.09374177e-02 2.12816504e-02 2.16270962e-02 2.19737309e-02
 2.23215302e-02 2.26704695e-02 2.30205242e-02 2.33716691e-02
 2.37238790e-02 2.40771287e-02 2.44313923e-02 2.47866440e-02
 2.51428578e-02 2.55000073e-02 2.58580661e-02 2.62170074e-02
 2.65768042e-02 2.69374379e-02 2.72988954e-02 2.76611595e-02
 2.80242125e-02 2.83880364e-02 2.87526130e-02 2.91179233e-02
 2.94839482e-02 2.98506682e-02 3.02180633e-02 3.05861131e-02
 3.09547970e-02 3.13240937e-02 3.16939817e-02 3.20644392e-02
 3.24354438e-02 3.28069744e-02 3.31790244e-02 3.35515821e-02
 3.39246331e-02 3.42981626e-02 3.46721557e-02 3.50465976e-02
 3.54214727e-02 3.57967658e-02 3.61724610e-02 3.65485425e-02
 3.69249943e-02 3.73018000e-02 3.76789432e-02 3.80564071e-02
 3.84341758e-02 3.88122409e-02 3.91905915e-02 3.95692156e-02
 3.99481009e-02 4.03272352e-02 4.07066063e-02 4.10862019e-02
 4.14660098e-02 4.18460176e-02 4.22262132e-02 4.26065841e-02
 4.29871180e-02 4.33678025e-02 4.37486253e-02 4.41295741e-02
 4.45106399e-02 4.48918133e-02 4.52730850e-02 4.56544451e-02
 4.60358841e-02 4.64173924e-02 4.67989602e-02 4.71805781e-02
 4.75622363e-02 4.79439254e-02 4.83256357e-02 4.87073576e-02
 4.90890815e-02 4.94707980e-02 4.98524974e-02 5.02341701e-02
 5.06158069e-02 5.09974001e-02 5.13789429e-02 5.17604284e-02
 5.21418497e-02 5.25231995e-02 5.29044708e-02 5.32856564e-02
 5.36667491e-02 5.40477414e-02 5.44286261e-02 5.48093957e-02
 5.51900426e-02 5.55705594e-02 5.59509383e-02 5.63311717e-02
 5.67112519e-02 5.70911709e-02 5.74709210e-02 5.78504970e-02
 5.82298957e-02 5.86091120e-02 5.89881407e-02 5.93669765e-02
 5.97456141e-02 6.01240479e-02 6.05022724e-02 6.08802818e-02
 6.12580703e-02 6.16356320e-02 6.20129609e-02 6.23900509e-02
 6.27668958e-02 6.31434891e-02 6.35198250e-02 6.38959011e-02
 6.42717136e-02 6.46472584e-02 6.50225313e-02 6.53975279e-02
 6.57722440e-02 6.61466752e-02 6.65208171e-02 6.68946652e-02
 6.72682149e-02 6.76414619e-02 6.80144013e-02 6.83870287e-02
 6.87593393e-02 6.91313284e-02 6.95029922e-02 6.98743283e-02
 7.02453334e-02 7.06160043e-02 7.09863379e-02 7.13563308e-02
 7.17259797e-02 7.20952814e-02 7.24642324e-02 7.28328293e-02
 7.32010686e-02 7.35689469e-02 7.39364606e-02 7.43036061e-02
 7.46703800e-02 7.50367784e-02 7.54027977e-02 7.57684348e-02
 7.61336878e-02 7.64985548e-02 7.68630336e-02 7.72271220e-02
 7.75908179e-02 7.79541190e-02 7.83170228e-02 7.86795268e-02
 7.90416286e-02 7.94033255e-02 7.97646148e-02 8.01254936e-02
 8.04859592e-02 8.08460086e-02 8.12056387e-02 8.15648465e-02
 8.19236288e-02 8.22819831e-02 8.26399091e-02 8.29974059e-02
 8.33544723e-02 8.37111071e-02 8.40673090e-02 8.44230764e-02
 8.47784077e-02 8.51333012e-02 8.54877548e-02 8.58417664e-02
 8.61953339e-02 8.65484549e-02 8.69011269e-02 8.72533472e-02
 8.76051130e-02 8.79564214e-02 8.83072703e-02 8.86576611e-02
 8.90075935e-02 8.93570667e-02 8.97060797e-02 9.00546317e-02
 9.04027216e-02 9.07503480e-02 9.10975095e-02 9.14442048e-02
 9.17904320e-02 9.21361896e-02 9.24814755e-02 9.28262877e-02
 9.31706242e-02 9.35144826e-02 9.38578632e-02 9.42007663e-02
 9.45431913e-02 9.48851375e-02 9.52266041e-02 9.55675904e-02
 9.59080953e-02 9.62481180e-02 9.65876573e-02 9.69267123e-02
 9.72652818e-02 9.76033645e-02 9.79409591e-02 9.82780644e-02
 9.86146788e-02 9.89508020e-02 9.92864342e-02 9.96215749e-02
 9.99562236e-02 1.00290380e-01 1.00624043e-01 1.00957213e-01
 1.01289888e-01 1.01622069e-01 1.01953754e-01 1.02284942e-01
 1.02615634e-01 1.02945828e-01 1.03275523e-01 1.03604718e-01
 1.03933413e-01 1.04261607e-01 1.04589299e-01 1.04916490e-01
 1.05243181e-01 1.05569370e-01 1.05895057e-01 1.06220243e-01
 1.06544926e-01 1.06869108e-01 1.07192786e-01 1.07515962e-01
 1.07838634e-01 1.08160801e-01 1.08482464e-01 1.08803622e-01
 1.09124273e-01 1.09444418e-01 1.09764055e-01 1.10083185e-01
 1.10401806e-01 1.10719921e-01 1.11037529e-01 1.11354631e-01
 1.11671227e-01 1.11987317e-01 1.12302901e-01 1.12617979e-01
 1.12932551e-01 1.13246616e-01 1.13560175e-01 1.13873226e-01
 1.14185770e-01 1.14497805e-01 1.14809331e-01 1.15120347e-01
 1.15430853e-01 1.15740847e-01 1.16050332e-01 1.16359309e-01
 1.16667779e-01 1.16975741e-01 1.17283197e-01 1.17590146e-01
 1.17896588e-01 1.18202525e-01 1.18507954e-01 1.18812877e-01
 1.19117293e-01 1.19421202e-01 1.19724602e-01 1.20027493e-01
 1.20329875e-01 1.20631747e-01 1.20933111e-01 1.21233969e-01
 1.21534321e-01 1.21834166e-01 1.22133506e-01 1.22432341e-01
 1.22730671e-01 1.23028496e-01 1.23325816e-01 1.23622631e-01
 1.23918941e-01 1.24214746e-01 1.24510045e-01 1.24804839e-01
 1.25099127e-01 1.25392910e-01 1.25686190e-01 1.25978967e-01
